"Suburb","Rooms","Type","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","PredictedPrice"
"Gowanbrae",3,"h","PI","Stockdale",13.6,"3043",3,2,1,223,123,1965,"Moreland",518121.347224214
"Hadfield",3,"h","PI","hockingstuart",12.1,"3046",3,1,2,597,116,1960,"Moreland",487711.439261452
"Hadfield",3,"h","S","Stockdale",12.1,"3046",3,1,1,367.5,123,1965,"",733617.228963236
"Hadfield",3,"h","S","Holland",12.1,"3046",3,2,2,592,129,1950,"Moreland",806393.920513556
"Hadfield",4,"h","S","Stockdale",12.1,"3046",3,2,2,595,123,1983,"Moreland",1019934.1678894
"Hadfield",3,"h","S","Eview",12.1,"3046",3,1,4,692,123,1980,"Moreland",798539.854486132
"Hadfield",3,"h","S","YPA",12.1,"3046",3,1,2,574,106,1970,"Moreland",638452.599754628
"Hadfield",2,"h","SP","Stockdale",12.1,"3046",2,1,3,591,102,1960,"Moreland",494701.142221409
"Hadfield",2,"h","VB","Stockdale",12.1,"3046",2,1,1,249,2,1970,"Moreland",239939.819674766
"Hadfield",2,"h","S","Barry",12.1,"3046",2,1,1,613,92,1960,"Moreland",414165.934665627
"Hadfield",3,"h","S","Nelson",12.1,"3046",3,1,2,594,123,1965,"Moreland",654697.795737452
"Hampton",2,"u","S","hockingstuart",13.7,"3188",2,1,1,228,87,1975,"Bayside",759716.991047954
"Hampton",2,"u","S","Ray",13.7,"3188",2,1,1,0,74,1975,"Bayside",768573.183621841
"Hampton",2,"h","S","Buxton",13.7,"3188",3,1,1,367.5,123,1965,"",1501589.71207175
"Hampton",4,"h","VB","Marshall",13.7,"3188",4,2,2,607,242,2011,"Bayside",2043200.34949836
"Hampton",3,"h","S","Ray",13.7,"3188",3,1,2,289,109,1998,"Bayside",1466158.55342826
"Hampton",4,"t","VB","Buxton",13.7,"3188",4,1,1,692,123,1965,"Bayside",1292348.51062354
"Hampton",4,"h","S","Hodges",13.7,"3188",4,2,2,664,123,1965,"Bayside",1838190.45800476
"Hampton",5,"t","VB","Buxton",13.7,"3188",3,1,1,367.5,123,1965,"",1830121.82635122
"Hampton",2,"u","S","hockingstuart",13.7,"3188",2,1,1,90,86,1985,"Bayside",742738.721727469
"Hampton",2,"u","PI","RT",13.7,"3188",2,1,1,0,104,2005,"Bayside",773213.994807481
"Hampton",5,"h","S","Buxton",13.7,"3188",5,4,2,661,123,1960,"Bayside",2387392.30853839
"Hampton",4,"h","PI","Hodges",13.7,"3188",4,3,2,398,220,2014,"Bayside",1853659.1196653
"Hampton",3,"h","S","Buxton",13.7,"3188",3,1,1,767,123,1965,"Bayside",1472031.34532232
"Hampton",2,"h","SA","Chisholm",13.7,"3188",2,1,1,801,123,1934,"Bayside",1367788.80457925
"Hampton",4,"h","S","Buxton",13.7,"3188",4,2,3,450,123,1965,"Bayside",1948849.62736396
"Hampton",3,"t","S","Buxton",13.7,"3188",3,2,1,211,123,2000,"Bayside",1305893.11094707
"Hampton",2,"h","S","Marshall",13.7,"3188",2,1,2,581,123,1965,"Bayside",1624381.67085066
"Hampton",1,"u","VB","Hodges",13.7,"3188",3,1,1,367.5,123,1965,"",675115.253598842
"Hampton",2,"u","PI","hockingstuart",13.7,"3188",2,1,2,153,123,1970,"Bayside",738960.236717664
"Hampton",3,"h","S","hockingstuart",13.7,"3188",3,2,2,320,123,1965,"Bayside",1662968.58129718
"Hampton",2,"u","S","hockingstuart",13.7,"3188",2,2,2,677,123,1965,"Bayside",1026282.07174519
"Hampton",3,"h","S","RT",13.7,"3188",3,2,2,413,123,1965,"Bayside",1831704.54969659
"Hampton",2,"u","S","Marshall",13.7,"3188",2,1,1,266,123,1970,"Bayside",1084256.89763081
"Hampton",3,"t","S","Buxton",13.7,"3188",3,1,1,367.5,123,1965,"",1465337.00281058
"Hampton",2,"u","S","Buxton",13.7,"3188",2,1,1,0,123,1965,"Bayside",822222.518194448
"Hampton",2,"u","PI","Hodges",13.7,"3188",2,1,1,0,61,1970,"Bayside",625421.880299661
"Hampton",4,"h","S","Marshall",13.7,"3188",3,1,1,367.5,123,1965,"",2227467.79748021
"Hampton",3,"h","S","hockingstuart",13.7,"3188",3,1,1,367.5,123,1965,"",1699009.07922112
"Hampton",3,"h","S","Marshall",13.7,"3188",3,1,1,367.5,123,1965,"",1997710.2775244
"Hampton",3,"h","S","Hodges",13.7,"3188",3,2,2,662,123,1880,"Bayside",1782614.03279927
"Hampton East",3,"t","PI","Buxton",14.5,"3188",3,1,1,367.5,123,1965,"",908934.765890822
"Hampton East",4,"t","PI","RT",14.5,"3188",3,1,1,367.5,123,1965,"",1274004.35808147
"Hampton East",2,"u","S","Buxton",14.5,"3188",3,1,1,367.5,123,1965,"",601634.525611215
"Hampton East",3,"t","PI","Stockdale",14.5,"3188",3,1,1,367.5,123,1965,"",936019.554791346
"Hampton East",2,"u","S","Hodges",14.5,"3188",2,1,1,215,68,2007,"Kingston",142707.325373208
"Hampton East",3,"u","S","hockingstuart",14.5,"3188",3,2,2,317,123,1965,"Bayside",762978.37085735
"Hampton East",3,"h","S","Buxton",14.5,"3188",3,1,1,367.5,123,1965,"",1290313.19828357
"Hawthorn",3,"h","S","Jellis",4.6,"3122",3,2,3,1038,123,1965,"Boroondara",1793558.25810834
"Hawthorn",1,"u","S","Woodards",4.6,"3122",1,1,1,0,53,1950,"Boroondara",542864.441769252
"Hawthorn",3,"h","S","Jellis",4.6,"3122",3,1,1,367.5,123,1965,"",1686928.89779131
"Hawthorn",1,"u","PI","Jellis",4.6,"3122",1,1,1,0,123,1975,"Boroondara",529829.994705267
"Hawthorn",2,"u","S","hockingstuart",4.6,"3122",2,2,1,0,123,1965,"Boroondara",855406.951786138
"Hawthorn",2,"u","SP","Jellis",4.6,"3122",2,1,1,0,52,1970,"Boroondara",750237.209151915
"Hawthorn",3,"h","S","Marshall",4.6,"3122",3,2,2,264,123,1970,"Boroondara",1860702.47491685
"Hawthorn",1,"u","S","Collins",4.6,"3122",1,1,1,0,123,1965,"Boroondara",748137.210021663
"Hawthorn",1,"u","VB","Noel",4.6,"3122",1,1,1,0,51,1960,"Boroondara",359816.524453199
"Hawthorn",2,"u","S","Jellis",4.6,"3122",2,1,1,0,123,1965,"Boroondara",841999.65936854
"Hawthorn",5,"h","VB","Marshall",4.6,"3122",5,1,3,740,5,1965,"Boroondara",1995647.94691635
"Hawthorn",2,"u","S","RT",4.6,"3122",3,1,1,367.5,123,1965,"",1020905.75800091
"Hawthorn",2,"u","S","Marshall",4.6,"3122",2,1,1,0,123,1965,"Boroondara",995706.165512503
"Hawthorn",2,"u","S","Jellis",4.6,"3122",2,1,1,728,73,1965,"Boroondara",825553.053829516
"Hawthorn",4,"h","VB","Kay",4.6,"3122",4,4,2,905,373,1913,"Boroondara",2599980.31356492
"Hawthorn",2,"u","S","Kay",4.6,"3122",2,1,1,0,123,1970,"Boroondara",1106581.63793809
"Hawthorn",3,"h","S","Marshall",4.6,"3122",3,1,1,304,125,1900,"Boroondara",1737751.08773678
"Hawthorn",1,"u","S","Woodards",4.6,"3122",1,1,1,0,123,1965,"Boroondara",555486.126082472
"Hawthorn",1,"u","S","hockingstuart",4.6,"3122",3,1,1,367.5,123,1965,"",623498.013003837
"Hawthorn",2,"u","S","Kay",4.6,"3122",2,1,1,0,85,1970,"Boroondara",1087622.86197364
"Heidelberg Heights",4,"h","S","Miles",10.5,"3081",4,2,4,481,123,1965,"Banyule",1374442.60720251
"Heidelberg Heights",3,"h","VB","Miles",10.5,"3081",2,1,1,577,123,1965,"Banyule",778046.341446725
"Heidelberg Heights",3,"h","SP","Miles",10.5,"3081",3,1,1,367.5,123,1965,"",917079.348409684
"Heidelberg Heights",4,"h","S","hockingstuart",10.5,"3081",2,2,3,510,123,1965,"Banyule",1266236.26244675
"Heidelberg Heights",3,"h","S","Love",10.5,"3081",3,2,2,807,192,1950,"Banyule",1069876.66174579
"Heidelberg Heights",5,"h","S","hockingstuart",10.5,"3081",5,2,2,596,172,1972,"Banyule",1297471.96418007
"Heidelberg Heights",3,"h","S","Miles",10.5,"3081",3,1,2,582,90,1955,"Banyule",893506.649587915
"Heidelberg Heights",3,"h","S","Barry",10.5,"3081",3,1,1,590,123,1965,"Banyule",765901.115802372
"Heidelberg Heights",3,"h","S","Miles",10.5,"3081",3,1,1,748,101,1950,"Banyule",838274.858274092
"Heidelberg Heights",2,"h","S","Haughton",10.5,"3081",2,1,3,428,123,1965,"Banyule",553820.975170434
"Heidelberg West",2,"t","VB","Miles",9.4,"3081",2,1,1,100,90,2013,"Banyule",130277.127340932
"Heidelberg West",3,"h","S","Ray",9.4,"3081",3,1,2,605,123,1965,"Banyule",720672.629240026
"Heidelberg West",2,"h","PI","C21",9.4,"3081",2,1,1,591,123,1965,"Banyule",347481.490517752
"Heidelberg West",2,"h","VB","Nelson",9.4,"3081",2,1,2,594,123,1965,"Banyule",481471.765938084
"Heidelberg West",3,"h","S","Ray",9.4,"3081",3,1,2,616,18,1965,"Banyule",668414.95901672
"Heidelberg West",3,"h","S","Miles",9.4,"3081",3,1,2,593,99,1950,"Banyule",846958.586127077
"Heidelberg West",3,"h","PI","Nelson",9.4,"3081",3,1,1,536,123,1965,"Banyule",571997.882119131
"Heidelberg West",3,"h","SP","Ray",9.4,"3081",3,1,2,665,123,1965,"Banyule",672467.760311386
"Hughesdale",2,"h","S","Woodards",13,"3166",2,1,1,732,97,1950,"Monash",963059.217857841
"Hughesdale",3,"h","S","Ray",13,"3166",3,1,1,367.5,123,1965,"",1278505.16843056
"Hughesdale",4,"h","S","Ray",13,"3166",4,1,2,696,100,1930,"Monash",1405420.11846752
"Hughesdale",2,"h","PI","hockingstuart",13,"3166",2,1,4,575,83,1950,"Monash",1008734.84301477
"Ivanhoe",4,"h","S","Miles",7.9,"3079",4,2,2,925,208,1925,"Banyule",1738397.54513421
"Ivanhoe",4,"h","S","Nelson",7.9,"3079",4,2,2,638,123,1965,"Banyule",1554659.46977698
"Ivanhoe",3,"h","S","Nelson",7.9,"3079",5,3,2,626,378,2016,"Banyule",1486734.8132299
"Ivanhoe",2,"h","S","Buckingham",7.9,"3079",2,1,1,557,78,1955,"Banyule",952366.132605343
"Ivanhoe",3,"h","S","Miles",7.9,"3079",3,1,1,614,123,1965,"Banyule",1222458.76107413
"Ivanhoe",3,"h","S","William",7.9,"3079",3,1,2,630,126,1960,"Banyule",1245550.44700702
"Ivanhoe",2,"u","S","Miles",7.9,"3079",2,1,1,94,123,1965,"Banyule",575533.574908217
"Ivanhoe",2,"u","S","Miles",7.9,"3079",2,1,1,721,78,1960,"Banyule",567836.530075698
"Ivanhoe",2,"u","S","Barry",7.9,"3079",2,1,1,795,123,1970,"Banyule",517080.482837503
"Ivanhoe",5,"h","S","Nelson",7.9,"3079",4,2,2,689,292,2007,"Banyule",1806882.40421992
"Ivanhoe",2,"h","S","Nelson",7.9,"3079",2,1,2,760,123,1965,"Banyule",1033815.37294829
"Ivanhoe",2,"u","PI","Ray",7.9,"3079",2,1,1,71,70,1960,"Banyule",324790.836899664
"Ivanhoe",1,"u","SP","Nelson",7.9,"3079",1,1,1,0,58,1992,"Banyule",192517.179589467
"Ivanhoe",5,"h","S","Domain",7.9,"3079",5,3,1,455,123,2006,"Banyule",1903472.73748461
"Kealba",3,"h","S","Nelson",15,"3021",3,1,1,367.5,123,1965,"",460024.287339104
"Kealba",4,"h","S","Sweeney",15,"3021",4,3,5,654,414,1965,"Brimbank",1202111.53991545
"Kealba",3,"h","SP","Brad",15,"3021",3,2,4,530,186,1980,"Brimbank",673491.132550641
"Kealba",4,"h","SP","Brad",15,"3021",4,2,2,612,155,1980,"Brimbank",700731.340918499
"Keilor East",3,"h","SP","Barry",12.8,"3033",3,1,1,538,104,1970,"Moonee Valley",569505.165331941
"Keilor East",3,"h","S","Nelson",12.8,"3033",3,1,2,610,123,1974,"Moonee Valley",673571.401813456
"Keilor East",4,"h","S","Nelson",12.8,"3033",4,2,1,289,125,2011,"Moonee Valley",886052.355042899
"Keilor East",3,"h","S","Nelson",12.8,"3033",3,1,2,584,123,1980,"Moonee Valley",664346.909989995
"Keilor East",4,"h","SP","Brad",12.8,"3033",4,2,2,745,182,1992,"Moonee Valley",1000718.76289259
"Keilor East",3,"h","S","Nelson",12.8,"3033",3,1,2,684,123,1965,"Moonee Valley",687816.752640425
"Keilor East",3,"t","S","Barry",12.8,"3033",3,2,1,440,156,1995,"Moonee Valley",498431.112921443
"Keilor East",4,"t","S","Brad",12.8,"3033",4,2,2,319,123,1965,"Moonee Valley",789348.760882725
"Keilor East",4,"h","S","Moonee",12.8,"3033",4,2,2,686,198,1995,"Moonee Valley",987807.217854968
"Keilor East",3,"h","S","Nelson",12.8,"3033",3,2,2,176,123,1965,"Moonee Valley",840288.010056703
"Keilor East",3,"h","S","Nelson",12.8,"3033",3,1,2,538,123,1965,"Moonee Valley",686112.252314731
"Kensington",2,"u","S","Nelson",4.2,"3031",2,2,1,0,123,1965,"Melbourne",601539.555376408
"Kensington",2,"t","S","Edward",4.2,"3031",3,1,1,367.5,123,1965,"",752835.380944577
"Kensington",2,"h","S","Nelson",4.2,"3031",2,1,1,174,72,1900,"Melbourne",975289.073563921
"Kensington",2,"h","SP","Woodards",4.2,"3031",2,1,1,163,99,1900,"Melbourne",924545.485535873
"Kensington",3,"t","SP","Nelson",4.2,"3031",3,2,1,788,123,1998,"Melbourne",887612.743945184
"Kensington",1,"u","VB","Edward",4.2,"3031",1,1,1,0,47,2012,"Melbourne",91768.3058064213
"Kensington",3,"u","S","Woodards",4.2,"3031",3,1,1,4440,123,1965,"Melbourne",661725.743033775
"Kensington",2,"u","S","Nelson",4.2,"3031",2,2,1,3448,71,2010,"Melbourne",548943.064062554
"Kensington",2,"u","SP","Pagan",4.2,"3031",2,1,1,3957,81,2010,"Melbourne",395387.959649
"Kensington",2,"t","S","Edward",4.2,"3031",3,1,1,367.5,123,1965,"",752835.380944577
"Kensington",4,"h","SP","Rendina",4.2,"3031",3,1,1,367.5,123,1965,"",1382238.76580177
"Kensington",2,"u","S","Jellis",4.2,"3031",3,1,1,367.5,123,1965,"",616231.758942201
"Kensington",3,"h","S","Rendina",4.2,"3031",3,1,0,0,123,1965,"Melbourne",999775.914934718
"Kensington",5,"h","VB","Nelson",4.2,"3031",5,2,2,566,270,1890,"Melbourne",1773082.36882563
"Kensington",1,"t","S","Nelson",4.2,"3031",3,1,1,367.5,123,1965,"",489985.367065432
"Kensington",3,"h","S","Nelson",4.2,"3031",3,2,2,250,147,1900,"Melbourne",1424022.15654582
"Kensington",2,"u","S","Nelson",4.2,"3031",2,0,0,0,123,1965,"Melbourne",214643.60910324
"Kensington",3,"h","S","Nelson",4.2,"3031",3,1,1,312,109,1915,"Melbourne",1154990.87111661
"Kensington",1,"u","SP","Edward",4.2,"3031",3,1,1,367.5,123,1965,"",281261.58897466
"Kensington",5,"h","S","Rendina",4.2,"3031",3,1,0,301,123,1965,"Melbourne",1462805.02743561
"Kensington",2,"u","PI","Rendina",4.2,"3031",2,1,1,0,86,2000,"Melbourne",243146.586076874
"Kensington",2,"u","S","Rendina",4.2,"3031",2,1,1,0,59,2006,"Melbourne",336123.129345171
"Kew",5,"h","S","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",2317712.91177398
"Kew",2,"u","S","Nelson",5.6,"3101",2,2,1,0,123,1965,"Boroondara",1082270.82259598
"Kew",2,"u","VB","Jellis",5.6,"3101",2,1,1,0,12,1965,"Boroondara",863158.834646133
"Kew",4,"h","S","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",2087955.39181817
"Kew",5,"h","S","Marshall",5.6,"3101",5,3,2,853,123,1930,"Boroondara",2620589.23337333
"Kew",3,"h","SP","Fletchers",5.6,"3101",3,1,1,375,123,1965,"Boroondara",1481831.27344282
"Kew",2,"u","PI","Marshall",5.6,"3101",2,1,2,91,123,1970,"Boroondara",1115327.18200777
"Kew",3,"h","S","Nelson",5.6,"3101",3,2,2,597,123,1970,"Boroondara",1792752.80912516
"Kew",4,"h","PI","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",1972587.18864241
"Kew",3,"u","S","Marshall",5.6,"3101",3,2,2,0,141,1950,"Boroondara",1608685.16115056
"Kew",4,"h","S","Jellis",5.6,"3101",4,2,2,649,123,1985,"Boroondara",2042390.5205511
"Kew",2,"h","S","Nelson",5.6,"3101",2,1,2,405,80,1890,"Boroondara",1547668.73668018
"Kew",5,"h","PI","Kay",5.6,"3101",3,1,1,367.5,123,1965,"",2474360.81272574
"Kew",4,"h","PI","Bekdon",5.6,"3101",4,3,2,277,199,2016,"Boroondara",2186195.32252327
"Kew",5,"h","S","RT",5.6,"3101",3,1,1,367.5,123,1965,"",2340368.44465594
"Kew",2,"h","S","Jellis",5.6,"3101",2,1,1,0,123,1970,"Boroondara",1464755.66059816
"Kew",4,"h","S","Marshall",5.6,"3101",4,2,0,364,183,1900,"Boroondara",2208900.83832648
"Kew",2,"u","S","RT",5.6,"3101",3,1,1,367.5,123,1965,"",1192174.73207196
"Kew",4,"h","S","Jellis",5.6,"3101",4,3,2,712,237,1975,"Boroondara",2273272.58770251
"Kew",5,"h","VB","Marshall",5.6,"3101",3,1,1,367.5,123,1965,"",2376689.20154697
"Kew",3,"h","PI","Marshall",5.6,"3101",3,2,2,397,80,1940,"Boroondara",1941307.37715949
"Kew",2,"u","SP","Jellis",5.6,"3101",2,1,1,0,80,1975,"Boroondara",928041.682059847
"Kew",2,"h","S","Jellis",5.6,"3101",2,1,2,667,123,1965,"Boroondara",1550068.76133875
"Kew",4,"h","VB","Jellis",5.6,"3101",4,2,2,861,358,1983,"Boroondara",2070354.04415892
"Kew",2,"h","S","Nelson",5.6,"3101",2,1,1,424,89,1940,"Boroondara",1407947.55892925
"Kew",4,"h","VB","Kay",5.6,"3101",5,2,2,586,187,1940,"Boroondara",2269954.29522536
"Kew",4,"h","S","Nelson",5.6,"3101",3,1,2,832,123,1965,"Boroondara",1874286.01510682
"Kew",4,"h","S","Marshall",5.6,"3101",4,2,2,660,215,1928,"Boroondara",2326874.67375365
"Kew",8,"h","S","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",3006985.47164141
"Kew",5,"h","PI","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",2202344.70859822
"Kew",4,"h","VB","Kay",5.6,"3101",4,1,0,919,123,1965,"Boroondara",1953979.1298605
"Kew",2,"u","S","Nelson",5.6,"3101",2,1,1,0,123,1965,"Boroondara",923868.838019064
"Kew",3,"h","PI","Fletchers",5.6,"3101",3,1,1,519,123,1965,"Boroondara",1417049.56978776
"Kew",4,"h","S","Marshall",5.6,"3101",4,2,4,690,248,1890,"Boroondara",2540372.42220556
"Kew",5,"h","VB","Jellis",5.6,"3101",5,2,2,534,237,1890,"Boroondara",2326375.64217359
"Kew",3,"t","PI","Marshall",5.6,"3101",3,1,1,367.5,123,1965,"",1630525.94561358
"Kew",2,"h","S","Jellis",5.6,"3101",2,1,1,1065,90,1910,"Boroondara",1549934.47976397
"Kew",4,"h","S","Jellis",5.6,"3101",3,1,1,367.5,123,1965,"",2087955.39181817
"Kew",3,"u","VB","hockingstuart",5.6,"3101",3,1,1,0,112,1970,"Boroondara",942554.742996321
"Kew East",4,"h","PI","Marshall",7.5,"3102",3,1,1,367.5,123,1965,"",1922732.50128318
"Kew East",4,"h","S","Marshall",7.5,"3102",3,2,2,712,14,1965,"Boroondara",2016450.39646467
"Kew East",2,"u","S","Nelson",7.5,"3102",2,1,1,0,123,1970,"Boroondara",712873.518957897
"Kew East",3,"h","S","Jellis",7.5,"3102",3,1,3,650,123,1965,"Boroondara",1598334.28611045
"Kew East",3,"u","S","Noel",7.5,"3102",3,1,1,367.5,123,1965,"",1018683.58321291
"Kew East",4,"h","SP","Marshall",7.5,"3102",3,1,1,367.5,123,1965,"",1989195.3559444
"Kew East",5,"h","PI","Nelson",7.5,"3102",5,3,4,787,123,1965,"Boroondara",2145928.08291824
"Kew East",5,"h","S","Jellis",7.5,"3102",5,5,4,696,123,1965,"Boroondara",2666437.65662974
"Kew East",3,"h","S","Marshall",7.5,"3102",3,1,1,367.5,123,1965,"",1808343.18450314
"Kew East",3,"h","S","Jellis",7.5,"3102",3,1,1,367.5,123,1965,"",1654636.67835917
"Kooyong",4,"h","S","Marshall",6.2,"3144",3,1,1,367.5,123,1965,"",2024373.06894046
"Kooyong",3,"t","S","Abercromby's",6.2,"3144",3,1,1,367.5,123,1965,"",1674979.96891228
"Maidstone",3,"h","SP","Biggin",9.2,"3012",3,1,1,589,123,1965,"Maribyrnong",704960.486226922
"Maidstone",3,"t","SP","Sweeney",9.2,"3012",3,2,1,156,124,2012,"Maribyrnong",510908.719448211
"Maidstone",3,"h","S","Nelson",9.2,"3012",2,2,1,239,121,1955,"Maribyrnong",994616.399578529
"Maidstone",2,"t","VB","Biggin",9.2,"3012",3,1,1,367.5,123,1965,"",359620.203141795
"Maidstone",3,"h","PI","LJ",9.2,"3012",3,1,2,278,123,1965,"Maribyrnong",1131898.09156751
"Maidstone",3,"t","S","Sweeney",9.2,"3012",3,2,2,218,123,1965,"Maribyrnong",700011.739075545
"Maidstone",4,"h","SP","RT",9.2,"3012",3,1,1,367.5,123,1965,"",1267765.64922093
"Maidstone",3,"h","S","Nelson",9.2,"3012",3,1,2,485,123,1965,"Maribyrnong",847483.62803687
"Maidstone",2,"t","SP","Biggin",9.2,"3012",3,1,1,367.5,123,1965,"",405445.070998232
"Maidstone",3,"h","S","hockingstuart",9.2,"3012",3,1,2,0,123,1965,"Maribyrnong",786226.521312043
"Maidstone",3,"h","S","hockingstuart",9.2,"3012",3,1,3,667,123,1965,"Maribyrnong",864105.496494661
"Maidstone",3,"h","VB","C21",9.2,"3012",2,2,1,782,123,1965,"Maribyrnong",849129.815141023
"Maidstone",3,"h","S","Sweeney",9.2,"3012",3,1,2,333,123,1950,"Maribyrnong",831264.946262519
"Maidstone",2,"h","S","Sweeney",9.2,"3012",2,1,1,329,123,1955,"Maribyrnong",571758.934574584
"Malvern",3,"h","S","Jellis",7.4,"3144",3,1,1,367.5,123,1965,"",2239370.50149708
"Malvern",4,"h","S","Jellis",7.4,"3144",4,2,2,599,123,1977,"Stonnington",2387471.62173302
"Malvern",4,"h","S","Jellis",7.4,"3144",4,2,2,502,309,2016,"Stonnington",2421151.21957802
"Malvern",4,"h","VB","Marshall",7.4,"3144",4,2,2,586,195,1890,"Stonnington",2611571.81693891
"Malvern",3,"h","VB","Jellis",7.4,"3144",3,2,2,396,105,1910,"Stonnington",2199075.0487098
"Malvern",2,"u","S","Jellis",7.4,"3144",3,1,1,367.5,123,1965,"",1550691.82882473
"Malvern",2,"u","VB","Gary",7.4,"3144",2,2,1,0,123,1965,"Stonnington",1261513.86923317
"Malvern",3,"u","S","Jellis",7.4,"3144",3,1,1,0,123,1965,"Stonnington",1528972.07708856
"Malvern",1,"h","S","Jellis",7.4,"3144",3,1,1,367.5,123,1965,"",1779855.46158546
"Malvern",2,"u","S","Thomson",7.4,"3144",2,1,1,0,123,1965,"Stonnington",1091368.89400154
"Malvern",5,"h","S","Marshall",7.4,"3144",5,3,2,501,233,2006,"Stonnington",2892131.94519774
"Malvern",3,"h","S","Marshall",7.4,"3144",3,2,1,246,106,1910,"Stonnington",2376167.5102976
"Malvern",4,"h","S","Marshall",7.4,"3144",3,1,1,367.5,123,1965,"",2622834.52759685
"Malvern",4,"h","S","Abercromby's",7.4,"3144",3,1,1,367.5,123,1965,"",2769209.17674146
"Malvern East",3,"u","S","Noel",11.2,"3145",3,1,2,317,123,1940,"Stonnington",867015.679277002
"Malvern East",2,"h","S","Biggin",11.2,"3145",2,1,1,310,102,1910,"Stonnington",1170849.62315357
"Malvern East",5,"h","PI","Jellis",11.2,"3145",5,2,2,567,327,1915,"Stonnington",2051736.96131834
"Malvern East",4,"h","PI","Thomson",11.2,"3145",4,2,2,207,123,1965,"Stonnington",1433810.95311646
"Malvern East",2,"u","S","Noel",11.2,"3145",2,1,2,196,109,1970,"Stonnington",632080.269528596
"Malvern East",4,"h","PI","Marshall",11.2,"3145",3,1,1,367.5,123,1965,"",1911578.39698451
"Malvern East",2,"t","PI","Ray",11.2,"3145",3,1,1,367.5,123,1965,"",905355.841593418
"Malvern East",3,"t","S","Jellis",11.2,"3145",3,2,2,0,138,2000,"Stonnington",1309933.88329636
"Malvern East",2,"u","S","Nelson",11.2,"3145",3,1,1,367.5,123,1965,"",865404.105967625
"Malvern East",3,"h","S","Fletchers",11.2,"3145",3,2,2,691,150,1950,"Stonnington",1536575.16789203
"Malvern East",4,"h","S","Jellis",11.2,"3145",4,3,2,412,254,1930,"Stonnington",2083041.18330393
"Malvern East",1,"u","VB","Ray",11.2,"3145",3,1,1,367.5,123,1965,"",503325.384942831
"Malvern East",3,"h","S","Marshall",11.2,"3145",3,2,2,543,123,1965,"Stonnington",1780545.11046116
"Malvern East",5,"h","VB","Abercromby's",11.2,"3145",5,3,2,488,123,1965,"Stonnington",2353815.84226773
"Malvern East",2,"h","PI","Jellis",11.2,"3145",2,1,2,604,119,1960,"Stonnington",1177285.82536877
"Malvern East",5,"h","S","Woodards",11.2,"3145",5,2,2,639,123,1965,"Stonnington",1887245.46948323
"Malvern East",4,"t","PI","Jellis",11.2,"3145",4,2,2,310,180,1990,"Stonnington",1415940.72272755
"Malvern East",3,"h","PI","Marshall",11.2,"3145",3,1,1,367.5,123,1965,"",1681820.8770287
"Malvern East",4,"h","PI","hockingstuart",11.2,"3145",4,2,2,645,123,1965,"Stonnington",1549599.7346497
"Malvern East",4,"h","PI","Jellis",11.2,"3145",3,1,1,367.5,123,1965,"",1757871.89084055
"Malvern East",1,"u","S","Jellis",11.2,"3145",1,1,1,0,46,1940,"Stonnington",567971.889612894
"Malvern East",4,"h","S","Jellis",11.2,"3145",3,1,1,367.5,123,1965,"",1873240.09401631
"Malvern East",4,"h","VB","Jellis",11.2,"3145",4,3,2,222,90,2010,"Stonnington",1785324.68690867
"Malvern East",3,"h","VB","Jellis",11.2,"3145",3,1,1,288,132,1999,"Stonnington",1254575.57062827
"Maribyrnong",3,"t","SP","Biggin",8.7,"3032",3,1,1,367.5,123,1965,"",672786.888717747
"Maribyrnong",3,"t","SP","Biggin",8.7,"3032",3,2,2,77,138,2000,"Maribyrnong",654495.939118768
"Maribyrnong",2,"t","PI","Hodges",8.7,"3032",3,1,1,367.5,123,1965,"",334984.18153041
"Maribyrnong",2,"h","S","Raine",8.7,"3032",2,1,1,904,53,1985,"Maribyrnong",504307.043297363
"Maribyrnong",2,"u","S","Trimson",8.7,"3032",2,1,1,170,123,1965,"Maribyrnong",234695.686201126
"Maribyrnong",3,"h","SP","Biggin",8.7,"3032",3,1,2,689,110,1920,"Maribyrnong",874225.460067788
"Maribyrnong",3,"h","S","Nelson",8.7,"3032",3,2,2,645,211,1900,"Maribyrnong",1185886.02200599
"Maribyrnong",5,"h","S","Biggin",8.7,"3032",5,2,2,433,123,1965,"Maribyrnong",1381989.26802119
"Maribyrnong",3,"t","S","Greg",8.7,"3032",3,2,2,225,123,1965,"Maribyrnong",837209.6668448
"Maribyrnong",2,"t","VB","Brad",8.7,"3032",3,1,1,367.5,123,1965,"",453412.775022173
"Maribyrnong",3,"h","S","Biggin",8.7,"3032",3,2,2,1396,175,1955,"Maribyrnong",1070177.38390964
"Maribyrnong",2,"t","S","Redina",8.7,"3032",2,2,1,0,123,1965,"Maribyrnong",680741.205096796
"Maribyrnong",3,"t","PI","Nelson",8.7,"3032",3,2,2,151,3,2010,"Maribyrnong",531415.192766327
"Maribyrnong",3,"t","S","Brad",8.7,"3032",3,1,1,367.5,123,1965,"",777900.511348962
